incident_id,title,description,severity,module,timestamp_opened,timestamp_resolved,resolution_summary,root_cause,troubleshooting_log_excerpt,issue_type,tags
INC-10165,Payments data issue ERR_PAY_2000,Users reported issues in Payments. cache failure session connection endpoint Error seen in logs: ERR_PAY_2000.,P3,Payments,2025-07-03 06:35:34,2025-07-06 16:35:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-03 06:35:34.189634] ERR_PAY_2000: Timeout at /api/payments/process,data,"payments,data"
INC-10166,Notifications bug issue ERR_NOT_5806,Users reported issues in Notifications. retry failure error connection connection Error seen in logs: ERR_NOT_5806.,P3,Notifications,2025-08-05 11:25:34,2025-08-08 15:25:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-08-05 11:25:34.189634] ERR_NOT_5806: Timeout at /api/notifications/process,bug,"notifications,bug"
INC-10167,Shipping data issue ERR_SHI_8010,Users reported issues in Shipping. endpoint auth timeout error failure Error seen in logs: ERR_SHI_8010.,P2,Shipping,2025-08-24 22:54:34,,,Null pointer in microservice.,[2025-08-24 22:54:34.189634] ERR_SHI_8010: Timeout at /api/shipping/process,data,"shipping,data"
INC-10168,Inventory config issue ERR_INV_1011,Users reported issues in Inventory. retry timeout retry service session Error seen in logs: ERR_INV_1011.,P4,Inventory,2025-07-22 04:29:34,2025-07-28 13:29:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-07-22 04:29:34.189634] ERR_INV_1011: Timeout at /api/inventory/process,config,"inventory,config"
INC-10169,Shipping config issue ERR_SHI_1406,Users reported issues in Shipping. session cache retry error service Error seen in logs: ERR_SHI_1406.,P3,Shipping,2025-10-18 04:20:34,2025-10-19 01:20:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-10-18 04:20:34.189634] ERR_SHI_1406: Timeout at /api/shipping/process,config,"shipping,config"
INC-10170,Orders data issue ERR_ORD_7012,Users reported issues in Orders. service retry service session failure Error seen in logs: ERR_ORD_7012.,P2,Orders,2025-11-23 00:45:34,2025-11-23 19:45:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-23 00:45:34.189634] ERR_ORD_7012: Timeout at /api/orders/process,data,"orders,data"
INC-10171,Shipping data issue ERR_SHI_7787,Users reported issues in Shipping. auth error session cache auth Error seen in logs: ERR_SHI_7787.,P2,Shipping,2025-11-12 23:50:34,2025-11-20 08:50:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-12 23:50:34.189634] ERR_SHI_7787: Timeout at /api/shipping/process,data,"shipping,data"
INC-10172,Search bug issue ERR_SEA_6203,Users reported issues in Search. service db cache db connection Error seen in logs: ERR_SEA_6203.,P3,Search,2025-11-19 22:45:34,2025-11-21 10:45:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-19 22:45:34.189634] ERR_SEA_6203: Timeout at /api/search/process,bug,"search,bug"
INC-10173,Catalog config issue ERR_CAT_8285,Users reported issues in Catalog. retry db error auth error Error seen in logs: ERR_CAT_8285.,P1,Catalog,2025-11-21 16:19:34,,,Config drift in container setup.,[2025-11-21 16:19:34.189634] ERR_CAT_8285: Timeout at /api/catalog/process,config,"catalog,config"
INC-10174,Search config issue ERR_SEA_5815,Users reported issues in Search. connection auth session retry service Error seen in logs: ERR_SEA_5815.,P3,Search,2025-08-21 18:29:34,2025-08-28 02:29:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-08-21 18:29:34.189634] ERR_SEA_5815: Timeout at /api/search/process,config,"search,config"
INC-10175,Payments data issue ERR_PAY_1145,Users reported issues in Payments. failure service auth connection cache Error seen in logs: ERR_PAY_1145.,P3,Payments,2025-10-04 11:00:34,2025-10-08 04:00:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-04 11:00:34.189634] ERR_PAY_1145: Timeout at /api/payments/process,data,"payments,data"
INC-10176,Payments bug issue ERR_PAY_9853,Users reported issues in Payments. retry failure cache session auth Error seen in logs: ERR_PAY_9853.,P2,Payments,2025-07-12 15:54:34,2025-07-18 20:54:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-12 15:54:34.189634] ERR_PAY_9853: Timeout at /api/payments/process,bug,"payments,bug"
INC-10177,Auth performance issue ERR_AUT_2343,Users reported issues in Auth. failure cache retry timeout failure Error seen in logs: ERR_AUT_2343.,P2,Auth,2025-11-08 13:37:34,2025-11-08 15:37:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-08 13:37:34.189634] ERR_AUT_2343: Timeout at /api/auth/process,performance,"auth,performance"
INC-10178,Payments bug issue ERR_PAY_3349,Users reported issues in Payments. failure service auth db auth Error seen in logs: ERR_PAY_3349.,P3,Payments,2025-08-08 03:15:34,2025-08-15 23:15:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-08-08 03:15:34.189634] ERR_PAY_3349: Timeout at /api/payments/process,bug,"payments,bug"
INC-10179,Shipping data issue ERR_SHI_1072,Users reported issues in Shipping. endpoint connection session db error Error seen in logs: ERR_SHI_1072.,P2,Shipping,2025-09-15 17:36:34,2025-09-22 13:36:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-15 17:36:34.189634] ERR_SHI_1072: Timeout at /api/shipping/process,data,"shipping,data"
INC-10180,Search bug issue ERR_SEA_3475,Users reported issues in Search. session retry endpoint db endpoint Error seen in logs: ERR_SEA_3475.,P1,Search,2025-08-14 01:56:34,,,Null pointer in microservice.,[2025-08-14 01:56:34.189634] ERR_SEA_3475: Timeout at /api/search/process,bug,"search,bug"
INC-10181,Payments data issue ERR_PAY_6249,Users reported issues in Payments. cache timeout db connection failure Error seen in logs: ERR_PAY_6249.,P3,Payments,2025-07-31 17:54:34,2025-08-03 15:54:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-31 17:54:34.189634] ERR_PAY_6249: Timeout at /api/payments/process,data,"payments,data"
INC-10182,Payments data issue ERR_PAY_4374,Users reported issues in Payments. error cache auth error cache Error seen in logs: ERR_PAY_4374.,P3,Payments,2025-09-06 03:44:34,2025-09-13 21:44:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-06 03:44:34.189634] ERR_PAY_4374: Timeout at /api/payments/process,data,"payments,data"
INC-10183,Shipping data issue ERR_SHI_1236,Users reported issues in Shipping. cache failure endpoint db retry Error seen in logs: ERR_SHI_1236.,P1,Shipping,2025-10-13 09:36:34,2025-10-19 09:36:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-13 09:36:34.189634] ERR_SHI_1236: Timeout at /api/shipping/process,data,"shipping,data"
INC-10184,Catalog data issue ERR_CAT_5037,Users reported issues in Catalog. db timeout endpoint cache connection Error seen in logs: ERR_CAT_5037.,P4,Catalog,2025-07-13 10:33:34,2025-07-19 15:33:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-13 10:33:34.189634] ERR_CAT_5037: Timeout at /api/catalog/process,data,"catalog,data"
INC-10185,Inventory data issue ERR_INV_5576,Users reported issues in Inventory. cache timeout timeout error retry Error seen in logs: ERR_INV_5576.,P4,Inventory,2025-07-13 17:30:34,,,Null pointer in microservice.,[2025-07-13 17:30:34.189634] ERR_INV_5576: Timeout at /api/inventory/process,data,"inventory,data"
INC-10186,Payments bug issue ERR_PAY_8574,Users reported issues in Payments. auth service timeout cache db Error seen in logs: ERR_PAY_8574.,P4,Payments,2025-08-28 00:57:34,2025-09-04 12:57:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-08-28 00:57:34.189634] ERR_PAY_8574: Timeout at /api/payments/process,bug,"payments,bug"
INC-10187,Orders data issue ERR_ORD_1560,Users reported issues in Orders. auth db timeout failure endpoint Error seen in logs: ERR_ORD_1560.,P3,Orders,2025-11-13 07:25:34,2025-11-13 19:25:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-13 07:25:34.189634] ERR_ORD_1560: Timeout at /api/orders/process,data,"orders,data"
INC-10188,Payments infra issue ERR_PAY_8842,Users reported issues in Payments. timeout session timeout failure timeout Error seen in logs: ERR_PAY_8842.,P4,Payments,2025-07-22 11:11:34,2025-07-25 12:11:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-22 11:11:34.189634] ERR_PAY_8842: Timeout at /api/payments/process,infra,"payments,infra"
INC-10189,Notifications config issue ERR_NOT_5259,Users reported issues in Notifications. connection db service failure failure Error seen in logs: ERR_NOT_5259.,P4,Notifications,2025-10-03 08:49:34,2025-10-05 14:49:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-10-03 08:49:34.189634] ERR_NOT_5259: Timeout at /api/notifications/process,config,"notifications,config"
INC-10190,Auth performance issue ERR_AUT_3964,Users reported issues in Auth. timeout service error service service Error seen in logs: ERR_AUT_3964.,P4,Auth,2025-11-01 22:37:34,,,Null pointer in microservice.,[2025-11-01 22:37:34.189634] ERR_AUT_3964: Timeout at /api/auth/process,performance,"auth,performance"
INC-10191,Payments performance issue ERR_PAY_7610,Users reported issues in Payments. failure retry failure timeout auth Error seen in logs: ERR_PAY_7610.,P2,Payments,2025-11-22 12:19:34,2025-11-25 00:19:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-22 12:19:34.189634] ERR_PAY_7610: Timeout at /api/payments/process,performance,"payments,performance"
INC-10192,Auth infra issue ERR_AUT_6175,Users reported issues in Auth. error cache failure error failure Error seen in logs: ERR_AUT_6175.,P1,Auth,2025-11-03 01:14:34,,,Null pointer in microservice.,[2025-11-03 01:14:34.189634] ERR_AUT_6175: Timeout at /api/auth/process,infra,"auth,infra"
INC-10193,Inventory infra issue ERR_INV_2638,Users reported issues in Inventory. endpoint connection retry cache service Error seen in logs: ERR_INV_2638.,P2,Inventory,2025-10-03 21:19:34,2025-10-07 22:19:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-03 21:19:34.189634] ERR_INV_2638: Timeout at /api/inventory/process,infra,"inventory,infra"
INC-10194,Inventory data issue ERR_INV_8870,Users reported issues in Inventory. failure cache session db cache Error seen in logs: ERR_INV_8870.,P3,Inventory,2025-08-09 00:10:34,,,Null pointer in microservice.,[2025-08-09 00:10:34.189634] ERR_INV_8870: Timeout at /api/inventory/process,data,"inventory,data"
INC-10195,Inventory performance issue ERR_INV_8898,Users reported issues in Inventory. retry db db retry auth Error seen in logs: ERR_INV_8898.,P2,Inventory,2025-11-11 11:02:34,,,Null pointer in microservice.,[2025-11-11 11:02:34.189634] ERR_INV_8898: Timeout at /api/inventory/process,performance,"inventory,performance"
INC-10196,Search performance issue ERR_SEA_9433,Users reported issues in Search. retry retry timeout retry service Error seen in logs: ERR_SEA_9433.,P2,Search,2025-08-11 09:09:34,,,Null pointer in microservice.,[2025-08-11 09:09:34.189634] ERR_SEA_9433: Timeout at /api/search/process,performance,"search,performance"
INC-10197,Auth data issue ERR_AUT_6887,Users reported issues in Auth. cache retry auth service timeout Error seen in logs: ERR_AUT_6887.,P2,Auth,2025-10-06 19:47:34,2025-10-08 23:47:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-06 19:47:34.189634] ERR_AUT_6887: Timeout at /api/auth/process,data,"auth,data"
INC-10198,Catalog config issue ERR_CAT_4493,Users reported issues in Catalog. auth retry auth connection error Error seen in logs: ERR_CAT_4493.,P2,Catalog,2025-07-15 03:44:34,2025-07-22 15:44:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-07-15 03:44:34.189634] ERR_CAT_4493: Timeout at /api/catalog/process,config,"catalog,config"
INC-10199,Shipping bug issue ERR_SHI_4631,Users reported issues in Shipping. connection auth timeout auth endpoint Error seen in logs: ERR_SHI_4631.,P3,Shipping,2025-09-01 06:57:34,2025-09-03 18:57:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-01 06:57:34.189634] ERR_SHI_4631: Timeout at /api/shipping/process,bug,"shipping,bug"
INC-10200,Inventory config issue ERR_INV_1078,Users reported issues in Inventory. connection cache endpoint failure retry Error seen in logs: ERR_INV_1078.,P4,Inventory,2025-10-19 07:15:34,2025-10-26 16:15:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-10-19 07:15:34.189634] ERR_INV_1078: Timeout at /api/inventory/process,config,"inventory,config"
INC-10201,Shipping performance issue ERR_SHI_4456,Users reported issues in Shipping. failure endpoint failure endpoint connection Error seen in logs: ERR_SHI_4456.,P4,Shipping,2025-10-28 14:24:34,,,Null pointer in microservice.,[2025-10-28 14:24:34.189634] ERR_SHI_4456: Timeout at /api/shipping/process,performance,"shipping,performance"
INC-10202,Inventory config issue ERR_INV_5531,Users reported issues in Inventory. failure cache failure failure session Error seen in logs: ERR_INV_5531.,P3,Inventory,2025-10-06 11:35:34,2025-10-12 06:35:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-10-06 11:35:34.189634] ERR_INV_5531: Timeout at /api/inventory/process,config,"inventory,config"
INC-10203,Payments config issue ERR_PAY_7511,Users reported issues in Payments. connection endpoint endpoint error error Error seen in logs: ERR_PAY_7511.,P1,Payments,2025-07-29 22:54:34,,,Config drift in container setup.,[2025-07-29 22:54:34.189634] ERR_PAY_7511: Timeout at /api/payments/process,config,"payments,config"
INC-10204,Payments infra issue ERR_PAY_9569,Users reported issues in Payments. cache timeout auth retry service Error seen in logs: ERR_PAY_9569.,P3,Payments,2025-11-22 03:53:34,2025-11-24 23:53:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-22 03:53:34.189634] ERR_PAY_9569: Timeout at /api/payments/process,infra,"payments,infra"
INC-10205,Catalog config issue ERR_CAT_4983,Users reported issues in Catalog. timeout session auth connection endpoint Error seen in logs: ERR_CAT_4983.,P3,Catalog,2025-08-10 22:06:34,2025-08-17 14:06:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-08-10 22:06:34.189634] ERR_CAT_4983: Timeout at /api/catalog/process,config,"catalog,config"
INC-10206,Payments bug issue ERR_PAY_8128,Users reported issues in Payments. timeout db service service retry Error seen in logs: ERR_PAY_8128.,P2,Payments,2025-08-18 02:40:34,2025-08-23 06:40:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-08-18 02:40:34.189634] ERR_PAY_8128: Timeout at /api/payments/process,bug,"payments,bug"
INC-10207,Catalog bug issue ERR_CAT_6341,Users reported issues in Catalog. cache cache connection error timeout Error seen in logs: ERR_CAT_6341.,P2,Catalog,2025-11-11 00:45:34,2025-11-12 08:45:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-11 00:45:34.189634] ERR_CAT_6341: Timeout at /api/catalog/process,bug,"catalog,bug"
INC-10208,Inventory performance issue ERR_INV_7381,Users reported issues in Inventory. cache cache session db db Error seen in logs: ERR_INV_7381.,P3,Inventory,2025-07-11 12:38:34,2025-07-15 20:38:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-11 12:38:34.189634] ERR_INV_7381: Timeout at /api/inventory/process,performance,"inventory,performance"
INC-10209,Orders data issue ERR_ORD_5558,Users reported issues in Orders. service session timeout failure cache Error seen in logs: ERR_ORD_5558.,P2,Orders,2025-09-03 16:21:34,2025-09-03 18:21:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-03 16:21:34.189634] ERR_ORD_5558: Timeout at /api/orders/process,data,"orders,data"
INC-10210,Shipping infra issue ERR_SHI_9706,Users reported issues in Shipping. db failure cache cache error Error seen in logs: ERR_SHI_9706.,P2,Shipping,2025-07-19 04:45:34,2025-07-26 20:45:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-19 04:45:34.189634] ERR_SHI_9706: Timeout at /api/shipping/process,infra,"shipping,infra"
INC-10211,Shipping config issue ERR_SHI_1514,Users reported issues in Shipping. connection service endpoint failure auth Error seen in logs: ERR_SHI_1514.,P3,Shipping,2025-11-13 15:28:34,,,Config drift in container setup.,[2025-11-13 15:28:34.189634] ERR_SHI_1514: Timeout at /api/shipping/process,config,"shipping,config"
INC-10212,Payments config issue ERR_PAY_3159,Users reported issues in Payments. error service service db auth Error seen in logs: ERR_PAY_3159.,P2,Payments,2025-10-23 04:29:34,2025-10-29 15:29:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-10-23 04:29:34.189634] ERR_PAY_3159: Timeout at /api/payments/process,config,"payments,config"
INC-10213,Payments data issue ERR_PAY_4489,Users reported issues in Payments. retry error service session failure Error seen in logs: ERR_PAY_4489.,P4,Payments,2025-07-19 01:13:34,,,Null pointer in microservice.,[2025-07-19 01:13:34.189634] ERR_PAY_4489: Timeout at /api/payments/process,data,"payments,data"
INC-10214,Search infra issue ERR_SEA_6251,Users reported issues in Search. service auth endpoint db failure Error seen in logs: ERR_SEA_6251.,P2,Search,2025-08-26 18:58:34,2025-08-31 23:58:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-08-26 18:58:34.189634] ERR_SEA_6251: Timeout at /api/search/process,infra,"search,infra"
INC-10215,Payments performance issue ERR_PAY_6891,Users reported issues in Payments. error service connection cache cache Error seen in logs: ERR_PAY_6891.,P2,Payments,2025-11-23 01:18:34,2025-11-29 06:18:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-23 01:18:34.189634] ERR_PAY_6891: Timeout at /api/payments/process,performance,"payments,performance"
INC-10216,Catalog infra issue ERR_CAT_7841,Users reported issues in Catalog. cache service service endpoint endpoint Error seen in logs: ERR_CAT_7841.,P3,Catalog,2025-10-10 14:40:34,,,Null pointer in microservice.,[2025-10-10 14:40:34.189634] ERR_CAT_7841: Timeout at /api/catalog/process,infra,"catalog,infra"
INC-10217,Payments infra issue ERR_PAY_4390,Users reported issues in Payments. failure db endpoint auth db Error seen in logs: ERR_PAY_4390.,P3,Payments,2025-11-12 15:19:34,,,Null pointer in microservice.,[2025-11-12 15:19:34.189634] ERR_PAY_4390: Timeout at /api/payments/process,infra,"payments,infra"
INC-10218,Inventory infra issue ERR_INV_7256,Users reported issues in Inventory. cache connection timeout service connection Error seen in logs: ERR_INV_7256.,P3,Inventory,2025-08-09 12:56:34,2025-08-13 10:56:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-08-09 12:56:34.189634] ERR_INV_7256: Timeout at /api/inventory/process,infra,"inventory,infra"
INC-10219,Orders infra issue ERR_ORD_2283,Users reported issues in Orders. service session db session cache Error seen in logs: ERR_ORD_2283.,P4,Orders,2025-10-10 16:17:34,2025-10-12 13:17:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-10 16:17:34.189634] ERR_ORD_2283: Timeout at /api/orders/process,infra,"orders,infra"
INC-10220,Auth performance issue ERR_AUT_3097,Users reported issues in Auth. failure session connection db db Error seen in logs: ERR_AUT_3097.,P4,Auth,2025-09-21 23:13:34,2025-09-27 17:13:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-09-21 23:13:34.189634] ERR_AUT_3097: Timeout at /api/auth/process,performance,"auth,performance"
INC-10221,Auth infra issue ERR_AUT_9738,Users reported issues in Auth. auth failure retry retry service Error seen in logs: ERR_AUT_9738.,P4,Auth,2025-07-16 14:05:34,,,Null pointer in microservice.,[2025-07-16 14:05:34.189634] ERR_AUT_9738: Timeout at /api/auth/process,infra,"auth,infra"
INC-10222,Auth performance issue ERR_AUT_4331,Users reported issues in Auth. cache cache timeout failure connection Error seen in logs: ERR_AUT_4331.,P3,Auth,2025-09-14 01:00:34,,,Null pointer in microservice.,[2025-09-14 01:00:34.189634] ERR_AUT_4331: Timeout at /api/auth/process,performance,"auth,performance"
INC-10223,Shipping bug issue ERR_SHI_8531,Users reported issues in Shipping. error service endpoint error service Error seen in logs: ERR_SHI_8531.,P3,Shipping,2025-10-08 19:26:34,,,Null pointer in microservice.,[2025-10-08 19:26:34.189634] ERR_SHI_8531: Timeout at /api/shipping/process,bug,"shipping,bug"
INC-10224,Inventory data issue ERR_INV_1162,Users reported issues in Inventory. cache endpoint auth db auth Error seen in logs: ERR_INV_1162.,P1,Inventory,2025-10-25 11:14:34,2025-10-31 02:14:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-25 11:14:34.189634] ERR_INV_1162: Timeout at /api/inventory/process,data,"inventory,data"
INC-10225,Auth data issue ERR_AUT_3643,Users reported issues in Auth. timeout auth session error retry Error seen in logs: ERR_AUT_3643.,P3,Auth,2025-07-29 10:41:34,2025-08-06 02:41:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-29 10:41:34.189634] ERR_AUT_3643: Timeout at /api/auth/process,data,"auth,data"
INC-10226,Catalog infra issue ERR_CAT_8927,Users reported issues in Catalog. session service endpoint cache retry Error seen in logs: ERR_CAT_8927.,P2,Catalog,2025-09-24 17:43:34,,,Null pointer in microservice.,[2025-09-24 17:43:34.189634] ERR_CAT_8927: Timeout at /api/catalog/process,infra,"catalog,infra"
INC-10227,Payments bug issue ERR_PAY_4670,Users reported issues in Payments. auth retry endpoint connection failure Error seen in logs: ERR_PAY_4670.,P4,Payments,2025-10-13 18:37:34,2025-10-17 04:37:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-13 18:37:34.189634] ERR_PAY_4670: Timeout at /api/payments/process,bug,"payments,bug"
INC-10228,Orders data issue ERR_ORD_7304,Users reported issues in Orders. timeout retry service auth error Error seen in logs: ERR_ORD_7304.,P4,Orders,2025-08-26 07:13:34,,,Null pointer in microservice.,[2025-08-26 07:13:34.189634] ERR_ORD_7304: Timeout at /api/orders/process,data,"orders,data"
INC-10229,Search bug issue ERR_SEA_8521,Users reported issues in Search. auth session error cache db Error seen in logs: ERR_SEA_8521.,P3,Search,2025-08-12 11:53:34,2025-08-15 00:53:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-08-12 11:53:34.189634] ERR_SEA_8521: Timeout at /api/search/process,bug,"search,bug"
INC-10230,Auth config issue ERR_AUT_2537,Users reported issues in Auth. db error timeout auth timeout Error seen in logs: ERR_AUT_2537.,P3,Auth,2025-08-17 11:05:34,2025-08-17 16:05:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-08-17 11:05:34.189634] ERR_AUT_2537: Timeout at /api/auth/process,config,"auth,config"
INC-10231,Shipping performance issue ERR_SHI_9174,Users reported issues in Shipping. endpoint db session auth failure Error seen in logs: ERR_SHI_9174.,P3,Shipping,2025-08-17 12:47:34,2025-08-21 04:47:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-08-17 12:47:34.189634] ERR_SHI_9174: Timeout at /api/shipping/process,performance,"shipping,performance"
INC-10232,Shipping bug issue ERR_SHI_6774,Users reported issues in Shipping. endpoint endpoint retry db service Error seen in logs: ERR_SHI_6774.,P3,Shipping,2025-07-26 16:24:34,2025-07-27 13:24:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-26 16:24:34.189634] ERR_SHI_6774: Timeout at /api/shipping/process,bug,"shipping,bug"
INC-10233,Catalog performance issue ERR_CAT_8193,Users reported issues in Catalog. connection timeout error endpoint failure Error seen in logs: ERR_CAT_8193.,P2,Catalog,2025-07-19 14:25:34,2025-07-20 18:25:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-07-19 14:25:34.189634] ERR_CAT_8193: Timeout at /api/catalog/process,performance,"catalog,performance"
INC-10234,Shipping config issue ERR_SHI_7744,Users reported issues in Shipping. session timeout session failure retry Error seen in logs: ERR_SHI_7744.,P2,Shipping,2025-07-29 13:32:34,2025-08-05 12:32:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-07-29 13:32:34.189634] ERR_SHI_7744: Timeout at /api/shipping/process,config,"shipping,config"
INC-10235,Orders data issue ERR_ORD_3555,Users reported issues in Orders. error service retry retry endpoint Error seen in logs: ERR_ORD_3555.,P2,Orders,2025-08-11 18:42:34,,,Null pointer in microservice.,[2025-08-11 18:42:34.189634] ERR_ORD_3555: Timeout at /api/orders/process,data,"orders,data"
INC-10236,Search config issue ERR_SEA_3822,Users reported issues in Search. failure failure session timeout session Error seen in logs: ERR_SEA_3822.,P3,Search,2025-10-04 06:44:34,2025-10-04 18:44:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-10-04 06:44:34.189634] ERR_SEA_3822: Timeout at /api/search/process,config,"search,config"
INC-10237,Shipping data issue ERR_SHI_1687,Users reported issues in Shipping. session retry service db db Error seen in logs: ERR_SHI_1687.,P3,Shipping,2025-08-31 06:48:34,2025-09-06 22:48:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-08-31 06:48:34.189634] ERR_SHI_1687: Timeout at /api/shipping/process,data,"shipping,data"
INC-10238,Orders data issue ERR_ORD_6248,Users reported issues in Orders. cache retry retry timeout service Error seen in logs: ERR_ORD_6248.,P4,Orders,2025-11-12 10:43:34,2025-11-13 02:43:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-12 10:43:34.189634] ERR_ORD_6248: Timeout at /api/orders/process,data,"orders,data"
INC-10239,Catalog infra issue ERR_CAT_9004,Users reported issues in Catalog. error failure connection service error Error seen in logs: ERR_CAT_9004.,P4,Catalog,2025-07-06 06:39:34,,,Null pointer in microservice.,[2025-07-06 06:39:34.189634] ERR_CAT_9004: Timeout at /api/catalog/process,infra,"catalog,infra"
INC-10240,Catalog performance issue ERR_CAT_1264,Users reported issues in Catalog. service db timeout db failure Error seen in logs: ERR_CAT_1264.,P4,Catalog,2025-07-23 07:55:34,,,Null pointer in microservice.,[2025-07-23 07:55:34.189634] ERR_CAT_1264: Timeout at /api/catalog/process,performance,"catalog,performance"
INC-10241,Catalog infra issue ERR_CAT_1587,Users reported issues in Catalog. auth retry endpoint auth connection Error seen in logs: ERR_CAT_1587.,P2,Catalog,2025-11-04 15:35:34,2025-11-10 02:35:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-04 15:35:34.189634] ERR_CAT_1587: Timeout at /api/catalog/process,infra,"catalog,infra"
INC-10242,Inventory config issue ERR_INV_6433,Users reported issues in Inventory. session error cache db connection Error seen in logs: ERR_INV_6433.,P3,Inventory,2025-10-30 18:09:34,2025-11-03 04:09:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-10-30 18:09:34.189634] ERR_INV_6433: Timeout at /api/inventory/process,config,"inventory,config"
INC-10243,Inventory infra issue ERR_INV_7049,Users reported issues in Inventory. timeout failure endpoint endpoint cache Error seen in logs: ERR_INV_7049.,P4,Inventory,2025-11-20 06:51:34,,,Null pointer in microservice.,[2025-11-20 06:51:34.189634] ERR_INV_7049: Timeout at /api/inventory/process,infra,"inventory,infra"
INC-10244,Notifications data issue ERR_NOT_9831,Users reported issues in Notifications. failure service auth error db Error seen in logs: ERR_NOT_9831.,P4,Notifications,2025-11-06 20:09:34,2025-11-10 11:09:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-11-06 20:09:34.189634] ERR_NOT_9831: Timeout at /api/notifications/process,data,"notifications,data"
INC-10245,Search infra issue ERR_SEA_9179,Users reported issues in Search. service connection cache error failure Error seen in logs: ERR_SEA_9179.,P2,Search,2025-10-06 01:21:34,2025-10-07 23:21:34,Restarted service and cleared cache.,Null pointer in microservice.,[2025-10-06 01:21:34.189634] ERR_SEA_9179: Timeout at /api/search/process,infra,"search,infra"
INC-10246,Catalog config issue ERR_CAT_4674,Users reported issues in Catalog. timeout endpoint db service retry Error seen in logs: ERR_CAT_4674.,P3,Catalog,2025-08-04 08:11:34,2025-08-10 15:11:34,Restarted service and cleared cache.,Config drift in container setup.,[2025-08-04 08:11:34.189634] ERR_CAT_4674: Timeout at /api/catalog/process,config,"catalog,config"
INC-10247,Shipping infra issue ERR_SHI_9787,Users reported issues in Shipping. connection error endpoint endpoint auth Error seen in logs: ERR_SHI_9787.,P2,Shipping,2025-11-18 05:11:34,,,Null pointer in microservice.,[2025-11-18 05:11:34.189634] ERR_SHI_9787: Timeout at /api/shipping/process,infra,"shipping,infra"
